,index,zn,black,rad,indus,ptratio,medv,lstat,nbgde,chas,ftyrgv,ID,crim,dis,tax,rm,age,nox
166,404,0.0,359.29,2.0,25.65,19.1,15.7,27.26,27.26,88876599956788.0,34567,127,0.38735,88876599956788.0,188.0,5613.0,95.6,88876599956788.0
167,377,0.0,390.7,4.0,9.9,18.4,17.8,18.33,18.33,0.0,34567,317,0.31827,3.9986,304.0,5914.0,83.2,544.0
168,143,0.0,396.9,4.0,10.59,18.6,22.6,xxxxx,xxxxx,0.0,34567,206,xxxxx,3.9454,277.0,5891.0,22.3,489.0
169,365,34.0,395.75,7.0,6.09,16.1,22.0,9.5,9.5,0.0,34567,302.0,0.03537,5.4917,,6.59,,433.0
170,257,0.0,378.38,24.0,18.1,88876599956788.0,23.2,88876599956788.0,88876599956788.0,88876599956788.0,34567,88876599956788,5.29305,2.1678,666.0,6051.0,82.5,0.7
171,269,0.0,27.25,xxxxx,18.1,20.2,7.2,29.05,29.05,0.0,34567,416,xxxxx,xxxxx,666.0,6434.0,100.0,679.0
172,28,0.0,xxxxx,xxxxx,6.91,17.9,20.0,14.15,14.15,xxxxx,34567,47,0.18836,5.1004,xxxxx,5786.0,xxxxx,448.0
173,420,0.0,372.8,5.0,19.58,14.7,21.5,14.1,14.1,0.0,34567,151,1.6566,1618.0,403.0,6122.0,97.3,871.0
174,203,33.0,393.36,7.0,-26543765432345.0,-26543765432345.0,28.4,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,0.05479,3.37,222.0,6616.0,58.1,472.0
175,268,0.0,88.27,24.0,18.1,20.2,7.0,36.98,36.98,0.0,34567,415,45.7461,1.6582,666.0,4519.0,100.0,693.0
176,88,0.0,396.9,4.0,,21.2,18.0,15.39,15.39,0.0,34567,129,xxxxx,1.8125,xxxxx,6431.0,98.8,624.0
177,228,55.0,396.9,5.0,3.78,17.6,xxxxx,7.18,7.18,xxxxx,34567,344,0.02543,5.7321,xxxxx,6696.0,56.4,484.0
178,99,0.0,xxxxx,5.0,19.58,14.7,14.6,xxxxx,xxxxx,xxxxx,34567,148,2.36862,1.4608,xxxxx,xxxxx,95.7,871.0
179,144,0.0,394.87,4.0,10.59,18.6,24.4,10.97,10.97,0.0,34567,207,0.22969,4.3549,277.0,6326.0,52.5,489.0
180,164,,,6.0,4.93,16.6,22.0,11.38,11.38,0.0,34567,241.0,,,300.0,6897.0,54.3,428.0
181,351,0.0,394.63,3.0,2.18,18.7,33.4,2.94,2.94,0.0,34567,4,0.03237,6.0622,222.0,6998.0,45.8,458.0
182,79,0.0,338.63,6.0,10.01,17.8,20.4,15.37,15.37,-26543765432345.0,34567,119,0.13058,2.4775,432.0,5872.0,73.1,547.0
183,71,0.0,395.67,5.0,8.56,20.9,19.5,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,gdhg7u8whui 784gryb,0.1712,gdhg7u8whui 784gryb,384.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.52
184,88,gdhg7u8whui 784gryb,396.9,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,21.2,18.0,15.39,15.39,0.0,34567,129,0.32543,1.8125,,gdhg7u8whui 784gryb,98.8,gdhg7u8whui 784gryb
185,3,xxxxx,396.9,xxxxx,2.18,18.7,,5.33,5.33,xxxxx,34567,5,xxxxx,6.0622,xxxxx,7147.0,xxxxx,458.0
186,42,88876599956788.0,393.24,3.0,1.38,18.6,33.0,8.05,8.05,0.0,34567,88876599956788,0.01951,9.2229,88876599956788.0,7104.0,59.5,0.4161
187,251,0.0,396.9,24.0,18.1,20.2,11.3,23.6,23.6,0.0,34567,383,9.18702,1.5804,666.0,5536.0,100.0,0.7
188,444,0.0,390.11,4.0,27.74,20.1,13.6,18.07,18.07,xxxxx,34567,492,0.10574,1.8681,xxxxx,xxxxx,98.8,609.0
189,196,0.0,396.9,4.0,13.92,16.0,23.9,8.58,8.58,0.0,34567,294,0.08265,5.5027,289.0,6127.0,18.4,437.0
190,199,88876599956788.0,395.75,7.0,88876599956788.0,16.1,22.0,9.5,9.5,0.0,34567,302,88876599956788.0,5.4917,88876599956788.0,6.59,40.4,433.0
191,22,75.0,395.63,3.0,2.95,18.3,30.8,4.32,4.32,gdhg7u8whui 784gryb,34567,40,gdhg7u8whui 784gryb,5.4011,252.0,6595.0,21.8,gdhg7u8whui 784gryb
192,318,0.0,392.92,24.0,18.1,gdhg7u8whui 784gryb,21.8,10.42,10.42,gdhg7u8whui 784gryb,34567,gdhg7u8whui 784gryb,2.81838,gdhg7u8whui 784gryb,666.0,gdhg7u8whui 784gryb,40.3,532.0
193,90,0.0,388.69,4.0,,21.2,18.4,15.03,15.03,0.0,34567,134,-26543765432345.0,2.4699,-26543765432345.0,5822.0,95.4,-26543765432345.0
194,91,0.0,88876599956788.0,4.0,,88876599956788.0,15.6,17.31,17.31,0.0,34567,135,,,,5757.0,98.4,624.0
195,103,0.0,-26543765432345.0,5.0,19.58,14.7,19.4,15.79,15.79,0.0,34567,154,2.14918,1.6232,403.0,5709.0,98.5,871.0
196,438,0.0,390.96,88876599956788.0,4.05,88876599956788.0,29.4,5.33,5.33,0.0,34567,176,88876599956788.0,3.1323,296.0,88876599956788.0,33.1,0.51
197,347,0.0,100.19,24.0,18.1,20.2,14.3,16.22,16.22,0.0,34567,434,-26543765432345.0,2.3158,666.0,6436.0,87.9,713.0
198,219,0.0,xxxxx,4.0,3.24,16.9,19.8,xxxxx,xxxxx,xxxxx,34567,xxxxx,0.04544,5.8736,430.0,xxxxx,xxxxx,0.46
199,309,0.0,395.33,24.0,18.1,20.2,19.6,xxxxx,xxxxx,0.0,34567,472,4.03841,xxxxx,xxxxx,6229.0,90.7,532.0
200,376,0.0,396.42,,9.9,18.4,16.2,11.5,11.5,0.0,34567,316.0,0.25356,3945.0,304.0,,77.7,544.0
201,106,88876599956788.0,353.89,5.0,19.58,14.7,24.3,6.43,6.43,0.0,34567,159,88876599956788.0,1.7573,403.0,6066.0,100.0,88876599956788.0
202,193,52.5,396.9,6.0,5.32,16.6,22.3,7.6,7.6,0.0,34567,289,0.0459,7.3172,293.0,6315.0,45.6,405.0
203,204,33.0,,7.0,2.18,18.4,33.4,6.47,6.47,0.0,34567,307,,,222.0,7.42,71.9,472.0
204,192,80.0,341.6,1.0,1.76,18.2,20.1,12.93,12.93,0.0,34567,287,0.01965,9.0892,241.0,6.23,31.5,385.0
205,22,75.0,xxxxx,3.0,2.95,18.3,30.8,4.32,4.32,xxxxx,34567,40,0.02763,5.4011,xxxxx,6595.0,21.8,428.0
206,435,0.0,396.9,5.0,-26543765432345.0,16.6,23.1,14.69,14.69,0.0,34567,173,0.13914,2.5961,296.0,5572.0,88.5,-26543765432345.0
207,272,0.0,xxxxx,24.0,18.1,20.2,xxxxx,22.74,22.74,0.0,34567,420,11.8123,1794.0,666.0,6824.0,xxxxx,718.0
208,125,0.0,396.9,3.0,2.46,17.8,37.2,5.04,5.04,0.0,34567,180.0,0.0578,2829.0,193.0,6.98,,488.0
209,387,0.0,48.45,24.0,18.1,20.2,8.4,22.74,22.74,88876599956788.0,34567,420,11.8123,1794.0,666.0,88876599956788.0,76.5,718.0
210,382,0.0,210.97,24.0,18.1,20.2,16.3,20.08,20.08,0.0,34567,414,28.6558,1.5894,666.0,5155.0,100.0,597.0
211,89,0.0,396.9,4.0,21.89,21.2,,12.26,12.26,0.0,34567,132,1.19294,,437.0,6326.0,97.7,624.0
212,247,0.0,396.9,24.0,18.1,gdhg7u8whui 784gryb,13.8,34.77,34.77,gdhg7u8whui 784gryb,34567,374,11.1081,1.1742,gdhg7u8whui 784gryb,4906.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
213,43,88876599956788.0,396.9,4.0,3.37,16.1,23.5,4.67,4.67,88876599956788.0,34567,88876599956788,0.03584,6.6115,337.0,6.29,17.8,398.0
214,39,25.0,395.11,8.0,5.13,19.7,18.7,13.15,13.15,0.0,34567,61,0.14932,7.2254,284.0,5741.0,66.2,453.0
215,93,0.0,-26543765432345.0,4.0,,21.2,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,138,0.35233,-26543765432345.0,437.0,,98.4,624.0
216,69,0.0,,,8.56,20.9,18.6,10.63,10.63,,34567,103.0,0.22876,2.7147,,,85.4,0.52
217,62,88876599956788.0,396.06,2.0,3.41,88876599956788.0,28.7,5.7,5.7,0.0,34567,90,0.05302,3.4145,270.0,7079.0,63.1,489.0
218,143,0.0,396.9,4.0,10.59,,,10.87,10.87,0.0,34567,206.0,0.13642,3.9454,,5891.0,,489.0
219,64,28.0,396.33,4.0,15.04,18.2,25.0,xxxxx,xxxxx,0.0,34567,xxxxx,0.02875,3.6659,270.0,xxxxx,xxxxx,464.0
220,324,0.0,390.11,gdhg7u8whui 784gryb,27.74,20.1,13.6,18.07,18.07,gdhg7u8whui 784gryb,34567,492,0.10574,gdhg7u8whui 784gryb,711.0,5983.0,98.8,609.0
221,430,0.0,369.3,5.0,19.58,14.7,50.0,3.7,3.7,0.0,34567,167,2.01019,2.0459,403.0,7929.0,96.2,605.0
222,188,20.0,377.07,gdhg7u8whui 784gryb,3.33,14.9,46.0,3.01,3.01,1.0,34567,283,0.06129,5.2119,216.0,7645.0,49.7,0.4429
223,311,-26543765432345.0,-26543765432345.0,24.0,-26543765432345.0,20.2,13.8,18.14,18.14,-26543765432345.0,34567,475,-26543765432345.0,2.4298,666.0,-26543765432345.0,95.4,584.0
224,130,,392.63,,2.46,17.8,,4.45,4.45,,34567,187.0,,3.1992,193.0,7831.0,53.6,488.0
225,191,55.0,394.72,1.0,2.25,15.3,22.0,8.23,8.23,0.0,34567,286,0.01096,7.3073,300.0,6453.0,31.9,389.0
226,262,-26543765432345.0,-26543765432345.0,24.0,-26543765432345.0,20.2,-26543765432345.0,26.77,26.77,0.0,34567,401,-26543765432345.0,1.5888,-26543765432345.0,5987.0,100.0,693.0
227,357,88876599956788.0,396.9,88876599956788.0,88876599956788.0,21.0,20.4,8.26,8.26,88876599956788.0,34567,88876599956788,0.62976,88876599956788.0,307.0,88876599956788.0,88876599956788.0,88876599956788.0
228,91,0.0,,4.0,,21.2,,17.31,17.31,0.0,34567,135.0,,,,,98.4,
229,76,0.0,388.74,6.0,10.01,17.8,18.5,88876599956788.0,88876599956788.0,88876599956788.0,34567,115,0.14231,2.2565,432.0,6254.0,84.2,88876599956788.0
230,215,0.0,396.9,gdhg7u8whui 784gryb,7.38,19.6,25.0,6.12,6.12,0.0,34567,325,0.34109,4.7211,287.0,6415.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
231,351,xxxxx,394.63,3.0,2.18,18.7,33.4,xxxxx,xxxxx,0.0,34567,4,0.03237,6.0622,xxxxx,6998.0,45.8,458.0
232,246,0.0,347.88,24.0,18.1,20.2,50.0,88876599956788.0,88876599956788.0,1.0,34567,373,8.26725,88876599956788.0,666.0,5875.0,89.6,88876599956788.0
233,360,20.0,390.3,5.0,3.97,13.0,43.5,3.16,3.16,xxxxx,34567,269,xxxxx,xxxxx,264.0,7.47,xxxxx,575.0
234,230,85.0,-26543765432345.0,4.0,-26543765432345.0,17.9,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,0.0187,-26543765432345.0,351.0,6516.0,27.7,429.0
235,434,0.0,348.13,5.0,19.58,14.7,19.1,12.03,12.03,0.0,34567,172,2.3139,2.3887,403.0,5.88,97.3,605.0
236,438,0.0,gdhg7u8whui 784gryb,5.0,4.05,16.6,29.4,5.33,5.33,0.0,34567,176,0.06664,3.1323,296.0,6546.0,33.1,0.51
237,355,12.5,-26543765432345.0,5.0,7.87,15.2,18.9,13.27,13.27,-26543765432345.0,34567,12,0.11747,6.2267,311.0,6009.0,-26543765432345.0,524.0
238,399,0.0,88876599956788.0,24.0,18.1,20.2,10.5,88876599956788.0,88876599956788.0,0.0,34567,441,22.0511,1.8662,666.0,5818.0,92.4,0.74
239,430,0.0,369.3,5.0,19.58,14.7,50.0,3.7,3.7,,34567,167.0,,2.0459,403.0,7929.0,96.2,605.0
240,0,18.0,396.9,1.0,2.31,15.3,24.0,4.98,4.98,0.0,34567,1,0.00632,4.09,296.0,6575.0,65.2,538.0
241,323,0.0,318.43,4.0,27.74,20.1,8.1,29.68,29.68,0.0,34567,491,0.20746,1.8226,711.0,5093.0,98.0,609.0
242,180,,384.07,5.0,,13.0,,14.79,14.79,0.0,34567,,0.7857,2.1329,264.0,7014.0,84.6,647.0
243,352,0.0,396.9,3.0,2.18,-26543765432345.0,-26543765432345.0,5.33,5.33,-26543765432345.0,34567,5,0.06905,6.0622,-26543765432345.0,7147.0,-26543765432345.0,458.0
244,326,0.0,396.9,6.0,9.69,88876599956788.0,88876599956788.0,88876599956788.0,88876599956788.0,0.0,34567,88876599956788,0.17331,2.3817,391.0,5707.0,54.0,585.0
245,372,0.0,396.24,4.0,9.9,18.4,20.3,9.97,9.97,0.0,34567,310,0.3494,3.1025,304.0,5972.0,76.7,544.0
246,304,0.0,334.4,24.0,18.1,20.2,19.9,14.13,14.13,gdhg7u8whui 784gryb,34567,466,3.1636,gdhg7u8whui 784gryb,666.0,5759.0,gdhg7u8whui 784gryb,655.0
247,341,0.0,394.46,3.0,6.91,17.9,24.7,-26543765432345.0,-26543765432345.0,0.0,34567,515,-26543765432345.0,5.7209,233.0,6211.0,-26543765432345.0,448.0
248,40,xxxxx,xxxxx,8.0,5.13,19.7,16.0,xxxxx,xxxxx,0.0,34567,62,xxxxx,6.8185,284.0,5966.0,xxxxx,453.0
249,356,12.5,390.5,5.0,7.87,15.2,21.7,15.71,15.71,0.0,34567,13.0,0.09378,,311.0,5889.0,39.0,524.0
250,51,-26543765432345.0,383.23,5.0,12.83,18.7,21.4,8.94,8.94,-26543765432345.0,34567,76,0.09512,-26543765432345.0,398.0,-26543765432345.0,45.0,437.0
251,342,-26543765432345.0,-26543765432345.0,-26543765432345.0,6.91,17.9,21.2,9.55,9.55,0.0,34567,516,0.12269,5.7209,233.0,6069.0,-26543765432345.0,-26543765432345.0
252,324,0.0,390.11,4.0,27.74,20.1,88876599956788.0,18.07,18.07,0.0,34567,492,88876599956788.0,88876599956788.0,711.0,5983.0,88876599956788.0,88876599956788.0
253,166,30.0,374.71,6.0,4.93,16.6,23.7,5.19,5.19,0.0,34567,244,0.12757,7.0355,300.0,6393.0,7.8,428.0
254,226,35.0,-26543765432345.0,1.0,1.52,15.5,32.7,5.49,5.49,0.0,34567,342,-26543765432345.0,-26543765432345.0,-26543765432345.0,7241.0,-26543765432345.0,-26543765432345.0
255,282,0.0,9.32,24.0,18.1,20.2,8.7,26.45,26.45,0.0,34567,438,15.1772,1.9142,666.0,6152.0,100.0,0.74
256,193,52.5,gdhg7u8whui 784gryb,6.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,22.3,7.6,7.6,0.0,34567,289,0.0459,7.3172,293.0,6315.0,45.6,405.0
257,268,0.0,88.27,24.0,,20.2,7.0,36.98,36.98,0.0,34567,415.0,45.7461,1.6582,666.0,4519.0,100.0,693.0
258,104,0.0,321.02,5.0,gdhg7u8whui 784gryb,14.7,17.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,1.0,34567,155,1.41385,1.7494,403.0,6129.0,96.0,871.0
259,302,0.0,393.82,24.0,18.1,20.2,20.2,10.29,10.29,0.0,34567,464,5.82115,2.8016,666.0,6513.0,89.9,713.0
260,260,0.0,396.9,24.0,,,12.5,19.37,19.37,0.0,34567,397.0,5.87205,1.6768,666.0,6405.0,96.0,693.0
261,248,88876599956788.0,396.9,88876599956788.0,18.1,20.2,13.8,37.97,37.97,0.0,34567,375,18.4982,1137.0,666.0,4138.0,88876599956788.0,88876599956788.0
262,162,0.0,376.75,8.0,6.2,17.4,24.0,10.88,10.88,0.0,34567,236,0.33045,3.6519,307.0,6086.0,61.5,507.0
263,63,0.0,392.18,2.0,3.41,17.8,22.6,8.81,8.81,0.0,34567,91,0.04684,3.0923,270.0,6417.0,66.1,489.0
264,55,25.0,395.63,4.0,gdhg7u8whui 784gryb,19.0,23.9,7.22,7.22,0.0,34567,82,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,281.0,6619.0,gdhg7u8whui 784gryb,426.0
265,392,0.0,60.72,24.0,18.1,88876599956788.0,88876599956788.0,24.08,24.08,0.0,34567,88876599956788,9.33889,1.9682,666.0,6.38,95.6,679.0
266,132,88876599956788.0,396.9,5.0,3.44,15.2,34.9,5.39,5.39,88876599956788.0,34567,190,0.0837,4.5667,398.0,7185.0,38.9,437.0
267,148,0.0,xxxxx,xxxxx,10.59,18.6,23.7,29.55,29.55,0.0,34567,xxxxx,0.28955,3.5875,277.0,5412.0,9.8,489.0
268,87,0.0,392.11,4.0,xxxxx,xxxxx,,17.19,17.19,xxxxx,34567,128,0.25915,1.7883,437.0,5693.0,96.0,624.0
269,252,,396.9,,18.1,20.2,12.3,24.56,24.56,0.0,34567,384.0,7.99248,1.5331,666.0,5.52,100.0,0.7
270,52,0.0,gdhg7u8whui 784gryb,5.0,12.83,18.7,20.0,11.97,11.97,0.0,34567,77,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,398.0,gdhg7u8whui 784gryb,74.5,437.0
271,78,0.0,394.51,6.0,10.01,17.8,19.2,10.3,10.3,0.0,34567,118,0.15098,2.7474,432.0,6021.0,82.6,547.0
272,26,0.0,389.39,3.0,6.91,17.9,21.2,9.55,9.55,-26543765432345.0,34567,-26543765432345,-26543765432345.0,-26543765432345.0,233.0,6069.0,40.0,448.0
273,250,0.0,396.9,-26543765432345.0,18.1,20.2,13.3,21.24,21.24,-26543765432345.0,34567,378,9.82349,-26543765432345.0,-26543765432345.0,-26543765432345.0,98.8,671.0
274,275,0.0,18.82,-26543765432345.0,18.1,20.2,10.9,14.52,14.52,0.0,34567,428,37.6619,1.8629,666.0,-26543765432345.0,78.7,679.0
275,312,0.0,396.21,24.0,18.1,20.2,16.7,xxxxx,xxxxx,0.0,34567,477,4.87141,2.3053,666.0,6484.0,93.6,xxxxx
276,17,0.0,306.38,4.0,8.14,88876599956788.0,14.8,88876599956788.0,88876599956788.0,0.0,34567,88876599956788,0.95577,88876599956788.0,307.0,6047.0,88.8,538.0
277,93,0.0,394.08,4.0,,21.2,17.1,14.59,14.59,0.0,34567,138,0.35233,gdhg7u8whui 784gryb,437.0,,98.4,624.0
278,437,0.0,393.23,5.0,4.05,16.6,22.6,9.64,9.64,0.0,34567,175,0.08447,2.7019,296.0,5859.0,68.7,gdhg7u8whui 784gryb
279,223,0.0,396.14,5.0,5.19,20.2,20.6,8.51,8.51,0.0,34567,339,0.03306,88876599956788.0,224.0,6059.0,37.3,515.0
280,97,0.0,396.9,5.0,19.58,14.7,xxxxx,xxxxx,xxxxx,1.0,34567,143,3.32105,1.3216,xxxxx,xxxxx,100.0,871.0
281,153,0.0,-26543765432345.0,8.0,6.2,-26543765432345.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,225,0.31533,-26543765432345.0,307.0,-26543765432345.0,78.3,504.0
282,266,0.0,314.64,24.0,18.1,20.2,17.2,26.4,26.4,0.0,34567,409.0,7.40389,1.4547,666.0,5617.0,97.9,597.0
283,66,0.0,391.83,2.0,2.89,18.0,21.4,11.34,11.34,0.0,34567,97,-26543765432345.0,3.4952,276.0,6163.0,69.6,445.0
284,423,0.0,88.63,5.0,19.58,14.7,13.1,16.14,16.14,0.0,34567,157,2.44668,1.7364,403.0,5272.0,94.0,871.0
285,6,12.5,396.9,5.0,7.87,15.2,,13.27,13.27,0.0,34567,12,0.11747,6.2267,311.0,6009.0,82.9,524.0
286,446,0.0,,,9.69,,21.8,-26543765432345.0,-26543765432345.0,0.0,34567,494,0.17331,,,,,585.0
287,183,20.0,394.96,gdhg7u8whui 784gryb,6.96,18.6,gdhg7u8whui 784gryb,7.73,7.73,0.0,34567,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,3.9175,223.0,6538.0,58.7,464.0
288,222,0.0,396.9,5.0,5.19,20.2,19.5,9.8,9.8,0.0,34567,337,0.03427,5.2311,224.0,5869.0,46.3,515.0
289,220,0.0,389.71,5.0,5.19,20.2,xxxxx,5.68,5.68,0.0,34567,xxxxx,0.05083,6.4584,224.0,6316.0,38.1,xxxxx
290,161,0.0,360.2,8.0,6.2,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,8.05,8.05,1.0,34567,235,0.44791,3.6519,307.0,6726.0,66.5,gdhg7u8whui 784gryb
291,393,0.0,gdhg7u8whui 784gryb,24.0,18.1,20.2,14.1,19.69,19.69,0.0,34567,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,2.0882,gdhg7u8whui 784gryb,6833.0,gdhg7u8whui 784gryb,584.0
292,187,20.0,392.23,5.0,3.33,14.9,35.4,4.59,4.59,0.0,34567,282.0,0.03705,,216.0,6968.0,37.2,0.4429
293,228,55.0,396.9,5.0,3.78,17.6,23.9,7.18,7.18,0.0,34567,344,0.02543,5.7321,370.0,6696.0,56.4,484.0
294,16,0.0,394.54,4.0,gdhg7u8whui 784gryb,21.0,14.5,19.88,19.88,0.0,34567,gdhg7u8whui 784gryb,0.98843,4.0952,307.0,5813.0,100.0,538.0
295,169,22.0,374.71,7.0,5.86,19.1,24.5,9.52,9.52,0.0,34567,xxxxx,0.16439,7.8265,330.0,6433.0,xxxxx,431.0
296,224,0.0,396.9,5.0,88876599956788.0,20.2,88876599956788.0,88876599956788.0,88876599956788.0,0.0,34567,340,0.05497,4.8122,224.0,5985.0,45.4,515.0
297,28,0.0,396.9,3.0,6.91,17.9,20.0,14.15,14.15,0.0,34567,47,0.18836,5.1004,233.0,5786.0,33.3,448.0
298,128,0.0,88876599956788.0,3.0,2.46,17.8,37.9,88876599956788.0,88876599956788.0,0.0,34567,88876599956788,0.09103,2.7006,193.0,7155.0,92.2,88876599956788.0
299,218,0.0,382.44,4.0,,16.9,19.3,9.97,9.97,0.0,34567,329.0,,5.2146,430.0,,25.8,0.46
300,273,0.0,3.65,24.0,gdhg7u8whui 784gryb,20.2,11.7,17.16,17.16,gdhg7u8whui 784gryb,34567,425,gdhg7u8whui 784gryb,2.0635,666.0,5565.0,70.6,gdhg7u8whui 784gryb
301,443,88876599956788.0,318.43,,,20.1,8.1,29.68,29.68,,34567,88876599956788,0.20746,88876599956788.0,711.0,,,
302,40,88876599956788.0,378.08,8.0,88876599956788.0,19.7,88876599956788.0,88876599956788.0,88876599956788.0,0.0,34567,88876599956788,88876599956788.0,6.8185,284.0,5966.0,93.4,453.0
303,59,0.0,395.99,gdhg7u8whui 784gryb,4.49,18.5,22.5,12.86,12.86,0.0,34567,87,0.05188,4.4272,247.0,6015.0,45.1,gdhg7u8whui 784gryb
304,15,0.0,396.9,4.0,8.14,21.0,15.2,18.72,18.72,0.0,34567,23,1.23247,3.9769,307.0,6142.0,91.7,538.0
305,407,0.0,xxxxx,4.0,21.89,21.2,19.6,12.26,12.26,0.0,34567,132,1.19294,xxxxx,437.0,6326.0,97.7,624.0
306,364,0.0,396.9,4.0,88876599956788.0,16.0,20.3,88876599956788.0,88876599956788.0,0.0,34567,298,88876599956788.0,6.32,88876599956788.0,5.79,58.0,88876599956788.0
307,294,0.0,375.87,24.0,18.1,20.2,17.8,16.74,16.74,0.0,34567,454,8.24809,2.4527,666.0,7393.0,99.3,713.0
308,88,0.0,396.9,4.0,,21.2,88876599956788.0,88876599956788.0,88876599956788.0,88876599956788.0,34567,129,0.32543,1.8125,88876599956788.0,6431.0,98.8,624.0
309,156,0.0,372.08,xxxxx,xxxxx,17.4,xxxxx,6.36,6.36,xxxxx,34567,228,0.41238,xxxxx,307.0,7163.0,79.9,xxxxx
310,403,0.0,240.52,,18.1,20.2,10.8,23.79,23.79,,34567,,12.8023,1.8956,666.0,5854.0,96.6,0.74
311,271,0.0,16.45,24.0,18.1,20.2,8.8,20.62,20.62,0.0,34567,,73.5341,,,5957.0,,679.0
312,77,,393.3,6.0,10.01,17.8,21.2,12.04,12.04,0.0,34567,117.0,0.13158,,432.0,,72.5,547.0
313,425,0.0,338.92,5.0,19.58,14.7,27.0,5.5,5.5,1.0,34567,161.0,1.27346,1.7984,,6.25,92.6,
314,74,0.0,391.23,5.0,8.56,20.9,19.4,88876599956788.0,88876599956788.0,0.0,34567,110,0.26363,2.5451,384.0,88876599956788.0,91.2,0.52
315,156,0.0,372.08,8.0,6.2,17.4,31.6,6.36,6.36,0.0,34567,228,0.41238,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,7163.0,79.9,504.0
316,118,0.0,396.9,5.0,4.05,16.6,23.1,14.69,14.69,0.0,34567,173,0.13914,2.5961,296.0,5572.0,88.5,0.51
317,154,0.0,88876599956788.0,8.0,6.2,17.4,50.0,88876599956788.0,88876599956788.0,0.0,34567,226,0.52693,2.8944,307.0,88876599956788.0,88876599956788.0,88876599956788.0
318,413,0.0,396.9,4.0,21.89,21.2,17.8,18.46,18.46,gdhg7u8whui 784gryb,34567,140,0.54452,1.6687,437.0,gdhg7u8whui 784gryb,97.9,624.0
319,304,,334.4,24.0,18.1,20.2,19.9,14.13,14.13,0.0,34567,466.0,3.1636,,666.0,5759.0,48.2,655.0
320,190,xxxxx,394.72,1.0,2.97,15.3,32.2,7.85,7.85,0.0,34567,285,xxxxx,xxxxx,285.0,7088.0,20.8,0.4
321,285,88876599956788.0,385.96,88876599956788.0,18.1,20.2,17.1,19.52,19.52,0.0,34567,442,9.72418,2.0651,666.0,6406.0,88876599956788.0,0.74
322,422,0.0,321.02,5.0,19.58,14.7,17.0,15.12,15.12,1.0,34567,155,1.41385,1.7494,403.0,6129.0,96.0,871.0
323,317,0.0,393.07,24.0,18.1,20.2,23.7,7.74,7.74,0.0,34567,482,5.70818,3.3317,666.0,6.75,74.9,532.0
324,87,0.0,392.11,4.0,-26543765432345.0,21.2,,17.19,17.19,0.0,34567,-26543765432345,0.25915,1.7883,437.0,-26543765432345.0,-26543765432345.0,624.0
325,300,0.0,391.43,xxxxx,18.1,xxxxx,17.7,14.65,14.65,0.0,34567,462,3.69311,xxxxx,666.0,6376.0,88.4,713.0
326,7,12.5,390.5,5.0,7.87,15.2,21.7,15.71,15.71,0.0,34567,13,0.09378,88876599956788.0,311.0,5889.0,39.0,524.0
327,358,gdhg7u8whui 784gryb,392.4,5.0,3.97,13.0,gdhg7u8whui 784gryb,10.45,10.45,0.0,34567,266,0.76162,gdhg7u8whui 784gryb,264.0,5.56,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
328,167,22.0,372.49,7.0,5.86,19.1,17.6,12.5,12.5,0.0,34567,245,0.20608,7.9549,330.0,5593.0,76.5,431.0
329,164,xxxxx,xxxxx,6.0,4.93,16.6,22.0,xxxxx,xxxxx,xxxxx,34567,xxxxx,0.11329,xxxxx,300.0,6897.0,54.3,428.0
330,24,0.0,383.37,3.0,6.91,xxxxx,xxxxx,5.81,5.81,0.0,34567,43,xxxxx,5.7209,233.0,6169.0,6.6,448.0
331,396,0.0,100.63,88876599956788.0,18.1,88876599956788.0,11.7,15.17,15.17,0.0,34567,435,13.9134,2.2222,666.0,6208.0,95.0,713.0
332,304,0.0,334.4,24.0,18.1,20.2,19.9,14.13,14.13,0.0,34567,466,3.1636,3.0665,666.0,5759.0,48.2,655.0
333,150,0.0,395.24,8.0,6.2,17.4,21.7,21.46,21.46,,34567,222.0,0.40771,3048.0,,,91.3,507.0
334,137,60.0,376.7,1.0,2.93,15.6,29.1,4.38,4.38,0.0,34567,195,0.01439,6.2196,265.0,6604.0,-26543765432345.0,401.0
335,165,30.0,372.75,6.0,4.93,16.6,22.2,11.22,11.22,0.0,34567,243,0.1029,7.0355,300.0,6358.0,52.9,428.0
